genes,logFC,logCPM,PValue,FDR,Annotation
LOC105187111,-0.616690679,5.535080267,1.38E-05,9.01E-05,uncharacterized protein LOC105187111
LOC105186510,0.574755131,6.888895725,1.39E-05,9.07E-05,LOW QUALITY PROTEIN: nephrin
LOC105190139,0.497243818,8.74544759,1.39E-05,9.07E-05,uncharacterized protein LOC105190139 isoform X2
LOC112588639,-5.630162323,0.11976135,1.40E-05,9.11E-05,O-acyltransferase like protein-like
LOC105189190,-0.641960858,5.760872045,1.41E-05,9.16E-05,protein brambleberry
LOC105192133,0.491486814,8.267393398,1.41E-05,9.19E-05,cubilin isoform X3
LOC105189075,-1.125794403,3.835988689,1.41E-05,9.19E-05,"twinkle protein, mitochondrial"
LOC105191678,0.487197934,7.908902073,1.41E-05,9.19E-05,uncharacterized protein LOC105191678 isoform X1
LOC105187038,0.57406932,6.646916431,1.42E-05,9.21E-05,uncharacterized protein F26C11.3
LOC105184904,-0.604140673,6.782177123,1.44E-05,9.32E-05,succinate--CoA ligase
LOC105190206,-0.641218973,5.521885304,1.44E-05,9.33E-05,adenylyltransferase and sulfurtransferase MOCS3 isoform X2
LOC105186647,0.838777493,4.591142584,1.45E-05,9.41E-05,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 isoform X1
LOC105189969,-0.467762895,9.27595146,1.45E-05,9.42E-05,serine/threonine-protein kinase 10 isoform X7
LOC112588996,1.164847932,3.953350838,1.46E-05,9.45E-05,uncharacterized protein LOC112588996
LOC105191656,-0.616063815,6.297005832,1.47E-05,9.48E-05,heat shock 70 kDa protein cognate 4
LOC105191479,-0.545710416,6.424359196,1.48E-05,9.56E-05,uncharacterized protein LOC105191479 isoform X2
LOC105184103,-0.514908394,6.966660795,1.48E-05,9.56E-05,"DNA-directed RNA polymerase, mitochondrial isoform X1"
LOC105185710,-0.778858749,4.618178934,1.48E-05,9.56E-05,NTF2-related export protein isoform X1
LOC105181533,-0.845990009,4.539156725,1.48E-05,9.56E-05,translation initiation factor eIF-2B subunit beta
LOC105188551,-0.4494513,8.574782315,1.48E-05,9.57E-05,cold shock domain-containing protein E1
LOC105191717,-0.561210871,5.949754772,1.49E-05,9.61E-05,smad nuclear-interacting protein 1
LOC105181492,0.49827265,7.935473668,1.49E-05,9.63E-05,growth factor receptor-bound protein 14 isoform X1
LOC105184337,-2.999184717,8.121961063,1.50E-05,9.69E-05,titin isoform X2
LOC105187989,-0.550150717,6.41943574,1.51E-05,9.72E-05,dnaJ homolog subfamily C member 7 isoform X2
LOC105182748,-0.870824767,4.221585158,1.51E-05,9.74E-05,mitochondrial genome maintenance exonuclease 1 isoform X1
LOC105184710,-0.554874388,8.021509909,1.52E-05,9.76E-05,40S ribosomal protein S8
LOC105182863,-1.045903369,4.30138217,1.53E-05,9.83E-05,uncharacterized protein LOC105182863
LOC105189903,-0.706663845,5.763619878,1.53E-05,9.83E-05,zinc finger protein 92-like isoform X1
LOC105186376,1.010527553,4.303905381,1.54E-05,9.88E-05,protein yellow
LOC105189895,-1.254919249,2.821359715,1.56E-05,1.00E-04,transcription initiation factor TFIID subunit 13 isoform X2
LOC105189961,0.643239593,5.64921075,1.56E-05,0.000100266,uncharacterized protein LOC105189961
LOC105188665,2.508516717,2.120467106,1.56E-05,0.000100266,uncharacterized protein LOC105188665
LOC105191348,0.809175751,8.17232593,1.56E-05,0.000100266,cathepsin L
LOC112590508,-1.196190979,3.236850671,1.57E-05,0.000100433,putative uncharacterized protein DDB_G0274535 isoform X2
LOC105186168,-0.743291759,4.971715606,1.57E-05,0.000100433,DNA-directed RNA polymerase II subunit RPB7
LOC105182755,-0.721697618,5.338260523,1.60E-05,0.00010262,"39S ribosomal protein L41, mitochondrial isoform X1"
LOC105183534,0.740498633,5.344138891,1.61E-05,0.000102823,flotillin-2
LOC112588434,-1.03316089,3.546526928,1.64E-05,0.000105081,putative nuclease HARBI1 isoform X2
LOC105184197,-0.94510061,3.82107265,1.64E-05,0.00010512,"39S ribosomal protein L40, mitochondrial"
LOC105188577,-0.620136319,5.44231457,1.65E-05,0.000105502,F-box/LRR-repeat protein 4
LOC105184149,0.526818428,7.403511935,1.67E-05,0.000106595,uncharacterized protein LOC105184149
LOC105181965,-0.49222903,8.227198949,1.68E-05,0.000107023,methionine aminopeptidase 2
LOC105191339,-0.812574663,4.654438172,1.68E-05,0.000107411,uncharacterized protein LOC105191339 isoform X2
LOC105184392,-0.811475931,4.725351238,1.70E-05,0.000108267,general transcription factor 3C polypeptide 6
LOC105189750,-0.87129791,4.466069687,1.70E-05,0.00010861,uncharacterized protein LOC105189750 isoform X1
LOC105182879,-1.073148176,3.52738213,1.70E-05,0.00010861,"DNA-directed RNA polymerases I, II, and III subunit RPABC4"
LOC105182588,1.914791752,5.612498931,1.71E-05,0.000108763,uncharacterized protein LOC105182588 isoform X1
LOC105183505,0.49678054,8.546384314,1.72E-05,0.000109596,uncharacterized protein LOC105183505
LOC105189832,1.20018979,5.132202385,1.72E-05,0.000109596,peptidoglycan-recognition protein LE isoform X2
LOC105186345,-0.75454252,5.293556905,1.73E-05,0.000109797,zinc finger CCCH-type with G patch domain-containing protein
LOC105186417,-0.50521442,6.560996808,1.73E-05,0.000109797,uncharacterized protein LOC105186417 isoform X2
LOC105186544,-0.546916255,6.184982431,1.73E-05,0.00010986,ER membrane protein complex subunit 7
LOC105185695,-2.96542815,0.590388332,1.76E-05,0.000111792,putative fatty acyl-CoA reductase CG5065 isoform X1
LOC105182311,-0.67521212,5.267603848,1.80E-05,0.000114101,"28S ribosomal protein S10, mitochondrial"
LOC105182258,-0.586669173,6.352535743,1.80E-05,0.000114345,GPI ethanolamine phosphate transferase 1 isoform X2
LOC105185950,-0.569254925,6.165245522,1.80E-05,0.000114345,DNA topoisomerase 3-alpha isoform X1
LOC105184100,0.498722801,8.689572398,1.83E-05,0.000115701,uncharacterized protein LOC105184100 isoform X2
LOC105180543,0.472632053,8.659307288,1.83E-05,0.000115701,probable serine/threonine-protein kinase DDB_G0282963 isoform X2
LOC105190320,-0.597759951,6.02907796,1.84E-05,0.000116652,BRISC and BRCA1-A complex member 2
LOC105181512,-0.635967222,5.219881389,1.85E-05,0.000117186,calumenin-B
LOC105183009,0.565977263,6.133907938,1.87E-05,0.00011819,uncharacterized protein LOC105183009 isoform X1
LOC105191197,-0.61936954,5.436381962,1.87E-05,0.00011819,protein SERAC1 isoform X1
LOC109504667,-1.908240596,2.602015775,1.88E-05,0.000118509,uncharacterized protein LOC109504667
LOC105189179,0.534903298,7.497506112,1.88E-05,0.000118769,LIM domain-binding protein 2 isoform X5
LOC105191749,-0.80160631,4.770352242,1.90E-05,0.000119964,RPII140-upstream gene protein
LOC112589069,0.73944172,4.905742161,1.90E-05,0.000120016,uncharacterized protein LOC112589069
LOC105185453,-1.145915151,3.466426478,1.92E-05,0.000121147,uncharacterized protein LOC105185453
LOC105184849,-0.630376944,5.347426126,1.93E-05,0.000121766,DNA repair and recombination protein RAD54-like
LOC105187058,-0.471969457,7.492975137,1.93E-05,0.000121817,ecto-NOX disulfide-thiol exchanger 2 isoform X2
LOC105182685,0.699330113,5.185209211,1.94E-05,0.000121903,cytochrome c oxidase assembly protein COX19
LOC105182533,-0.942963489,4.170540164,1.94E-05,0.000121903,sulfiredoxin-1
LOC105189441,-0.514809718,6.961728909,1.95E-05,0.000122339,TBC1 domain family member 9 isoform X1
LOC105191510,0.485163559,7.375243768,1.96E-05,0.000123385,mitogen-activated protein kinase kinase kinase 11 isoform X1
LOC105192371,-0.760506119,4.700316016,1.97E-05,0.000123578,"probable glutamate--tRNA ligase, mitochondrial isoform X2"
LOC105189810,-0.655160651,5.44890308,2.00E-05,0.000125531,eukaryotic translation initiation factor 3 subunit M
LOC105184011,-0.803433361,4.906843859,2.00E-05,0.000125808,sphingosine-1-phosphate lyase isoform X1
LOC105184931,-0.533819257,6.772734941,2.01E-05,0.000125884,uncharacterized protein LOC105184931 isoform X1
LOC105191935,-0.892920444,3.996159969,2.01E-05,0.000125915,nucleolar protein 16
LOC105189953,0.558522668,6.551791743,2.01E-05,0.000126154,keratocan
LOC105183408,1.487401667,3.363304775,2.02E-05,0.000126249,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B
LOC105187465,-0.520559564,6.52559907,2.02E-05,0.000126746,KH domain-containing protein akap-1 isoform X1
LOC105184630,0.504772622,6.836644506,2.05E-05,0.000128058,protein artichoke
LOC105180465,-0.727560165,5.164979322,2.05E-05,0.00012808,uroporphyrinogen decarboxylase
LOC105187529,-0.725123005,4.907017193,2.06E-05,0.000129063,cyclin-Q isoform X1
LOC105187259,-0.691595161,5.22583596,2.07E-05,0.000129063,probable signal peptidase complex subunit 2
LOC105184832,-1.84050238,1.933920085,2.07E-05,0.000129229,ras-related protein Rab-24
LOC105182509,-0.580005151,6.188106145,2.08E-05,0.000129934,sorting nexin-6 isoform X2
LOC105188806,-0.465810851,7.907958178,2.08E-05,0.000129934,adenylate kinase 9
LOC105186734,-0.758501864,4.693843772,2.08E-05,0.000129982,"cytochrome c oxidase assembly factor 3, mitochondrial isoform X1"
LOC112590315,-0.822177345,4.279267097,2.10E-05,0.000130965,uncharacterized protein LOC112590315
LOC105183773,1.211103369,3.582631661,2.10E-05,0.000131002,uncharacterized protein LOC105183773 isoform X1
LOC105183432,0.548925056,7.072826082,2.11E-05,0.000131313,probable phospholipid hydroperoxide glutathione peroxidase
LOC105183255,-0.73968058,5.044229191,2.11E-05,0.000131585,probable E3 ubiquitin-protein ligase XERICO
LOC105187035,0.884360122,6.653605182,2.12E-05,0.000131738,MD-2-related lipid-recognition protein
LOC105186966,-6.144045258,-0.306635007,2.13E-05,0.000132388,nose resistant to fluoxetine protein 6-like isoform X1
LOC105185038,-0.89444321,4.260996987,2.13E-05,0.000132461,LOW QUALITY PROTEIN: uncharacterized protein LOC105185038
LOC112588214,1.153385673,3.636074967,2.13E-05,0.00013252,uncharacterized protein LOC112588214
LOC105181034,-0.524448931,6.521958193,2.14E-05,0.000132624,sorting nexin-2 isoform X2
LOC105187819,-0.560725324,6.457134135,2.14E-05,0.000132792,uncharacterized protein LOC105187819 isoform X2
LOC105188064,-0.555986359,6.079278736,2.16E-05,0.000133728,uncharacterized protein LOC105188064 isoform X2
LOC105184272,-1.152027499,3.699420956,2.16E-05,0.000134105,uncharacterized protein LOC105184272
LOC105185808,-0.624782418,5.178306036,2.17E-05,0.0001342,ubiquitin domain-containing protein 1
LOC109503573,1.645325905,4.816526057,2.17E-05,0.000134536,sodium-coupled monocarboxylate transporter 2
LOC105186788,-0.598363107,7.994848557,2.17E-05,0.000134536,60S ribosomal protein L31
LOC105192558,0.626371088,7.571361622,2.18E-05,0.000134859,complexin isoform X1
LOC105188050,-0.479128013,7.829167408,2.20E-05,0.000136031,transmembrane protein 214-A
LOC105190801,-0.552830027,6.074514947,2.20E-05,0.00013616,zinc finger protein interacting with ribonucleoprotein K-like isoform X1
LOC105181661,0.437024876,9.01793221,2.21E-05,0.000136713,peptidyl-prolyl cis-trans isomerase
LOC105181642,-0.842817939,4.435403053,2.22E-05,0.000137174,THUMP domain-containing protein 1 homolog isoform X1
LOC105180775,-1.648740143,2.616303503,2.23E-05,0.000137485,protein KBP homolog
LOC105182620,-0.946247411,3.71043393,2.24E-05,0.000137904,probable RNA-binding protein EIF1AD
LOC105181094,-0.792616605,4.326486014,2.25E-05,0.000138588,inositol-tetrakisphosphate 1-kinase
LOC105184601,-0.594712925,5.577764936,2.26E-05,0.000139179,tRNA-splicing ligase RtcB homolog isoform X1
LOC105180777,-0.645702795,5.589827708,2.26E-05,0.000139203,"39S ribosomal protein L38, mitochondrial"
LOC105187126,-0.714828672,5.132133067,2.27E-05,0.000139777,beta-taxilin
LOC105190066,-0.48056108,7.840087785,2.28E-05,0.000140046,"serine/threonine-protein kinase PINK1, mitochondrial"
LOC105188687,-0.520356289,6.274229699,2.29E-05,0.000140602,spermatogenesis-associated protein 5 isoform X1
LOC105183165,0.47976206,8.809611796,2.29E-05,0.000140709,synapse-associated protein of 47 kDa isoform X2
LOC105187036,0.472478363,8.451553791,2.29E-05,0.000140876,echinoderm microtubule-associated protein-like 2 isoform X2
LOC105180836,-0.494738264,6.932430426,2.31E-05,0.00014191,"heat shock protein 75 kDa, mitochondrial"
LOC105190383,-0.678952007,5.000263127,2.32E-05,0.000142508,probable 18S rRNA (guanine-N(7))-methyltransferase
LOC105182693,0.508158756,6.97560335,2.33E-05,0.000142932,sodium- and chloride-dependent GABA transporter ine isoform X1
LOC105185009,-0.654505479,5.367499672,2.33E-05,0.000143132,SAP domain-containing ribonucleoprotein isoform X1
LOC105180499,1.719166647,2.621132657,2.33E-05,0.00014315,LHFPL tetraspan subfamily member 2 protein isoform X2
LOC105188529,1.137571476,8.55299806,2.35E-05,0.000144081,uncharacterized protein LOC105188529
LOC105180903,-6.053143229,0.315662017,2.35E-05,0.000144136,aminopeptidase N
LOC105191568,0.55178187,8.51203283,2.36E-05,0.000144253,protein NDRG3 isoform X2
LOC105188420,-0.505976622,7.270531797,2.37E-05,0.000144792,inositol polyphosphate 5-phosphatase E isoform X3
LOC105184122,0.583721099,6.383604057,2.37E-05,0.000144817,roquin-1 isoform X1
LOC105189868,-0.632428967,5.344951663,2.38E-05,0.000145461,polyglutamine-binding protein 1 isoform X2
LOC105181837,-1.029736836,3.743809863,2.38E-05,0.000145508,nuclear envelope integral membrane protein 1
LOC105185830,-1.035546194,3.933981868,2.40E-05,0.000146334,XK-related protein 4
LOC105185930,-0.92422899,3.756294578,2.40E-05,0.000146446,protein KIAA0556 isoform X1
LOC105190184,-0.796237893,4.419994093,2.40E-05,0.000146543,RNA exonuclease 4 isoform X1
LOC105187214,-0.702056815,6.134561374,2.41E-05,0.000146922,probable cytochrome P450 28a5
LOC105187871,-0.970060451,3.649823101,2.41E-05,0.000147139,c-Myc-binding protein
LOC105186864,2.66778756,3.29122357,2.44E-05,0.000148619,pheromone-binding protein Gp-9 isoform X1
LOC105184788,-0.807420245,4.478167693,2.46E-05,0.000149637,kinetochore-associated protein 1 isoform X1
LOC105190039,0.494215505,10.52986094,2.46E-05,0.000149718,ras-specific guanine nucleotide-releasing factor 2 isoform X1
LOC105184933,-0.654996774,5.076992488,2.46E-05,0.000149882,ADP-ribosylation factor-like protein 1
LOC105188800,-0.562002854,6.267707392,2.48E-05,0.000151024,protein AF-9
LOC105182909,-1.002871774,3.885423496,2.49E-05,0.000151565,probable oligoribonuclease
LOC105189266,0.491966097,8.555384014,2.50E-05,0.000151642,phosphatase and actin regulator 4 isoform X6
LOC105187459,9.092186496,3.272554568,2.50E-05,0.000151837,uncharacterized protein LOC105187459 isoform X1
LOC105182289,1.277345858,3.25223525,2.50E-05,0.000151943,protein expanded isoform X1
LOC105184736,-0.59879737,5.783808785,2.51E-05,0.000151958,60S ribosomal protein L18a
LOC105182346,-0.704914097,4.77349576,2.51E-05,0.000152346,tctex1 domain-containing protein 2 isoform X2
LOC105186217,-0.476448552,7.047313486,2.52E-05,0.000152441,angiotensin-converting enzyme
LOC105186095,0.599639873,5.816443934,2.53E-05,0.000153276,"nephrin, partial"
LOC105189069,-0.66705323,4.952419903,2.54E-05,0.000153935,inhibitor of growth protein 1
LOC105185100,-0.812439655,4.700317151,2.57E-05,0.000155548,"probable 28S ribosomal protein S26, mitochondrial"
LOC105187116,-0.557469724,5.918486125,2.58E-05,0.000155908,uncharacterized protein LOC105187116 isoform X4
LOC105186617,-0.437043066,8.591480109,2.59E-05,0.000156519,uncharacterized protein LOC105186617 isoform X1
LOC105184332,-0.723215708,5.144352063,2.60E-05,0.000156837,uncharacterized protein LOC105184332
LOC112588050,0.685561296,5.434276284,2.60E-05,0.000157143,uncharacterized protein LOC112588050
LOC105192571,-0.945218048,3.700732066,2.61E-05,0.00015748,transcription elongation factor SPT4-A
LOC105186447,-0.579780609,5.767701814,2.61E-05,0.000157698,conserved oligomeric Golgi complex subunit 5
LOC105185853,-0.661990681,5.331235104,2.62E-05,0.000157748,NHL repeat-containing protein 2 isoform X2
LOC105188434,4.056590047,4.265067128,2.62E-05,0.000157834,pheromone-binding protein Gp-9-like
LOC105185580,1.520672498,7.200960874,2.63E-05,0.000158157,alpha-2-antiplasmin isoform X1
LOC105181532,-1.278439584,2.755531017,2.63E-05,0.000158157,putative ATP-dependent RNA helicase TDRD12 isoform X1
LOC105182903,-4.391584721,2.123347367,2.63E-05,0.000158157,nose resistant to fluoxetine protein 6
LOC105190858,-1.341996164,2.88628057,2.63E-05,0.000158255,uncharacterized protein LOC105190858
LOC105187831,1.191098936,4.031019352,2.68E-05,0.000160973,uncharacterized protein LOC105187831
LOC105192609,-0.702281469,5.119670751,2.72E-05,0.000163415,INO80 complex subunit B
LOC105186250,-0.616669896,5.632914505,2.75E-05,0.000165391,putative neutral sphingomyelinase
LOC105182944,-0.944756069,4.074030511,2.78E-05,0.000167109,HSPB1-associated protein 1 isoform X3
LOC105191869,-0.492023586,7.094601847,2.79E-05,0.000167507,dnaJ homolog subfamily C member 21
LOC105186780,0.646287364,10.20426128,2.81E-05,0.000168646,glutamine synthetase 2 cytoplasmic isoform X1
LOC105182077,0.515249196,8.82313621,2.82E-05,0.00016939,AT-rich interactive domain-containing protein 2 isoform X1
LOC105191865,0.499502772,8.320254995,2.85E-05,0.000171131,growth hormone-inducible transmembrane protein-like
LOC105183927,-0.820708545,4.447964641,2.86E-05,0.000171552,trafficking protein particle complex subunit 3
LOC105192116,-0.659793016,5.530083755,2.88E-05,0.000172568,putative GPI-anchor transamidase
LOC105186433,1.506540079,3.128429915,2.88E-05,0.000172652,uncharacterized protein LOC105186433 isoform X2
LOC105184880,0.750631716,4.876401492,2.89E-05,0.000172863,pickpocket protein 28
LOC105184064,1.679000567,3.07618562,2.89E-05,0.000172907,protein mab-21
LOC105185401,0.470969319,7.575177331,2.91E-05,0.000173642,PTB domain-containing engulfment adapter protein 1
LOC105189979,-0.590833002,5.790836835,2.93E-05,0.00017522,U3 small nucleolar ribonucleoprotein protein MPP10
LOC105189859,-0.495265274,7.049214114,2.98E-05,0.000178196,dynamin-1-like protein isoform X2
LOC105191514,-0.660208624,5.346742142,2.99E-05,0.000178314,uncharacterized protein LOC105191514
LOC105189469,1.989084194,5.353398056,2.99E-05,0.000178314,ATP-binding cassette sub-family C member Sur
LOC105183477,0.75664169,6.229624213,2.99E-05,0.000178341,synaptic vesicle glycoprotein 2B
LOC105182275,-0.596361499,5.868667278,3.00E-05,0.000178719,mitogen-activated protein kinase p38b isoform X3
LOC105192141,-0.612668356,5.484877816,3.00E-05,0.000178826,pseudouridylate synthase 7 homolog
LOC105186174,1.304365736,4.330693629,3.00E-05,0.000178826,leucine-rich repeat-containing protein 24
LOC105191065,2.090604913,8.956174507,3.01E-05,0.000179335,filaggrin-2
LOC105185475,-0.807663037,4.226622358,3.02E-05,0.000179521,general odorant-binding protein 71
LOC105189892,0.711628999,5.359561577,3.02E-05,0.000179521,uncharacterized protein LOC105189892
LOC105182378,0.513579027,6.730231926,3.02E-05,0.00017958,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B isoform X1
LOC105185060,-0.504042592,6.966305182,3.04E-05,0.00018067,synaptic functional regulator FMR1 isoform X4
LOC105188076,0.483712604,8.600380461,3.05E-05,0.000180922,lysosome-associated membrane glycoprotein 1
LOC105191891,-0.673652315,5.219565719,3.06E-05,0.000181327,thyroid adenoma-associated protein
LOC105181653,-0.794792614,4.480709536,3.06E-05,0.000181554,ribosomal oxygenase 1
LOC105191050,2.646881388,1.756110096,3.09E-05,0.000183483,"cytochrome c1-2, heme protein, mitochondrial"
LOC105190454,-1.05032337,3.77003668,3.10E-05,0.000183672,palmitoyltransferase ZDHHC3
LOC105185929,-0.890858288,4.226299438,3.12E-05,0.000185035,kinesin-like protein KIF23
LOC105182534,-0.67887171,5.180554122,3.13E-05,0.000185147,exosome complex component RRP41
LOC105189021,-0.584589665,5.421908319,3.13E-05,0.000185415,probable glutamine--tRNA ligase
LOC105189818,0.528254119,8.145980393,3.17E-05,0.000187752,phospholipid-transporting ATPase ID isoform X8
LOC105186521,-0.517714428,6.165365167,3.19E-05,0.000188336,endoplasmic reticulum junction formation protein lunapark-B isoform X1
LOC105190544,0.510317231,7.722456224,3.21E-05,0.000189903,potassium voltage-gated channel protein Shaker isoform X1
LOC105184304,-0.584439339,6.233117271,3.22E-05,0.000190292,ras-related protein rab7
LOC105189449,-0.490685281,7.5513637,3.23E-05,0.000190737,ATP-dependent RNA helicase WM6
LOC105184758,0.595204839,6.33078602,3.23E-05,0.000190898,"protein bunched, class 2/F/G isoform"
LOC105183546,0.914404562,4.607910288,3.25E-05,0.000191627,uncharacterized protein LOC105183546 isoform X1
LOC105188342,-0.826248614,4.316605935,3.26E-05,0.000192282,E3 ubiquitin-protein ligase TRAIP
LOC112589842,1.518129497,3.317282396,3.27E-05,0.000192523,uncharacterized protein LOC112589842
LOC105192089,-0.757718594,4.786991503,3.29E-05,0.000193567,vacuolar protein-sorting-associated protein 36
LOC105185571,0.514236053,7.432778366,3.32E-05,0.000195532,"glutamate receptor ionotropic, NMDA 2B isoform X1"
LOC105191482,-0.663578865,5.01138331,3.33E-05,0.000195712,exopolyphosphatase PRUNE1 isoform X2
LOC105188785,-0.894924185,4.062302595,3.36E-05,0.000197726,uncharacterized protein LOC105188785
LOC105186728,1.122900632,4.463122078,3.37E-05,0.000198042,ecdysone-induced protein 78C isoform X3
LOC105185544,-1.404353202,2.330846072,3.38E-05,0.000198636,Usher syndrome type-1G protein homolog
LOC105188758,0.579327878,6.738013705,3.40E-05,0.000199916,E3 ubiquitin-protein ligase TRIM71
LOC105187331,-0.480750969,6.81366201,3.43E-05,0.000201564,GATOR complex protein WDR24 isoform X5
LOC105181224,-0.596075282,6.129332851,3.44E-05,0.00020183,26S proteasome non-ATPase regulatory subunit 6
LOC105185122,-0.623400412,5.557522924,3.44E-05,0.000201974,geranylgeranyl transferase type-2 subunit beta
LOC105182040,0.539363478,7.241124006,3.44E-05,0.000201974,uncharacterized protein LOC105182040 isoform X1
LOC105184097,-0.590428367,5.344822513,3.45E-05,0.000202231,protein misato isoform X1
LOC105190451,-0.953541776,3.563687214,3.47E-05,0.000203116,caspase-10-like isoform X1
LOC105188183,0.551337287,6.331841543,3.48E-05,0.000203876,eukaryotic translation initiation factor 3 subunit L
LOC105181560,-0.807673143,4.857255058,3.51E-05,0.00020525,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1
LOC105187253,-0.678942237,5.436590937,3.51E-05,0.000205575,ER membrane protein complex subunit 2-like
LOC105190132,-0.556703122,5.756083752,3.52E-05,0.000205958,tyrosine-protein kinase receptor torso isoform X2
LOC105185744,-0.441066653,7.676688882,3.54E-05,0.000207027,importin-7
LOC112588960,6.060409624,0.799163919,3.56E-05,0.000208112,uncharacterized protein LOC112588960
LOC105192254,-1.645181363,3.529086618,3.57E-05,0.000208395,uncharacterized protein LOC105192254 isoform X1
LOC105182735,-0.61442962,5.900311743,3.57E-05,0.000208395,vesicular integral-membrane protein VIP36
LOC105180463,-0.85194707,4.795518146,3.57E-05,0.00020848,coiled-coil domain-containing protein 40
LOC105189805,-0.449428142,9.070760513,3.58E-05,0.000208618,low-density lipoprotein receptor isoform X5
LOC105182092,0.707993637,5.625805593,3.62E-05,0.000210819,melatonin receptor type 1A
LOC105190225,-0.725995696,4.947788361,3.62E-05,0.000210901,prolyl 3-hydroxylase 2 isoform X1
LOC105185728,-1.079260263,3.473790496,3.64E-05,0.000211809,trafficking protein particle complex subunit 1
LOC105182043,-0.831015465,4.938117061,3.64E-05,0.000212108,exosome complex component RRP45
LOC105181385,-1.312833693,2.553762776,3.67E-05,0.000213281,general transcription factor IIH subunit 5
LOC105188484,-0.492068511,7.405182596,3.67E-05,0.000213628,golgin subfamily B member 1
LOC105187954,0.618297086,5.870597458,3.70E-05,0.000215326,uncharacterized protein LOC105187954
LOC105187279,-0.887159222,3.888772434,3.72E-05,0.000216199,nucleoside diphosphate kinase 7
LOC105181051,-0.815816671,4.345631549,3.72E-05,0.000216225,ubiquitin-like protein 5
LOC105187905,-0.480248409,6.640668825,3.73E-05,0.000216718,uncharacterized protein LOC105187905 isoform X3
LOC105190185,-0.642320786,5.426254349,3.75E-05,0.000217303,rho guanine nucleotide exchange factor 3
LOC105183349,-0.612613919,5.585657429,3.75E-05,0.000217436,probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2 isoform X2
LOC105187606,0.467299947,7.768426084,3.75E-05,0.000217436,peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2
LOC112589038,-1.155790252,2.853746887,3.75E-05,0.000217446,uncharacterized protein LOC112589038
LOC105184499,0.668400758,5.205492466,3.80E-05,0.000219731,ABC transporter G family member 9
LOC105189822,0.527498136,6.578147918,3.80E-05,0.000219731,glucosylceramidase isoform X1
LOC105190328,0.441074505,9.558869688,3.80E-05,0.000219731,uncharacterized protein LOC105190328 isoform X1
LOC105188285,-0.897321977,4.680824138,3.81E-05,0.000220154,"acetyl-CoA acetyltransferase, cytosolic"
LOC105192139,0.509573698,6.993986641,3.82E-05,0.000220763,serine/threonine-protein kinase Warts
LOC105185030,0.72551199,4.990478091,3.83E-05,0.000221506,alkaline phosphatase isoform X1
LOC105183295,1.616580625,9.774966133,3.87E-05,0.000223242,trichohyalin isoform X1
LOC105181598,0.793160732,6.58898818,3.87E-05,0.000223258,lachesin
LOC105184131,-0.809702251,4.500521049,3.87E-05,0.000223447,uncharacterized protein LOC105184131
LOC105180874,-0.482629821,7.055308366,3.88E-05,0.000223893,uncharacterized protein LOC105180874
LOC105188418,-1.018497451,4.277928724,3.89E-05,0.000224186,zinc finger protein 277
LOC105184216,-0.470836758,6.727067131,3.92E-05,0.000225889,S-adenosylmethionine decarboxylase proenzyme isoform X2
LOC105189461,-0.460121705,7.344770857,3.95E-05,0.000227283,uncharacterized protein LOC105189461 isoform X1
LOC105191243,2.704277323,4.37322092,3.97E-05,0.000228821,uncharacterized protein LOC105191243 isoform X2
LOC105185194,-0.642137319,5.518957395,3.98E-05,0.000228849,"28S ribosomal protein S29, mitochondrial"
LOC105192057,-0.496819075,6.807626958,3.99E-05,0.000229268,uncharacterized protein LOC105192057
LOC105182721,3.110691898,1.322088413,3.99E-05,0.000229331,uncharacterized protein LOC105182721
LOC105184830,-0.804975358,4.559340419,4.00E-05,0.000229769,uncharacterized protein LOC105184830
LOC105182035,-1.349944502,3.565526009,4.04E-05,0.000231849,uncharacterized protein LOC105182035
LOC112588045,0.481305242,7.274482773,4.05E-05,0.000232773,fasciclin-1-like
LOC105186998,-0.842989694,4.089843013,4.09E-05,0.000234595,maternal embryonic leucine zipper kinase
LOC105189462,-0.60933361,6.089282725,4.10E-05,0.000235292,KIF1-binding protein homolog
LOC105191527,-0.696082021,4.919308923,4.12E-05,0.000236402,"delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"
LOC105185349,-0.438296091,7.816101712,4.15E-05,0.000237656,DNA polymerase zeta catalytic subunit isoform X1
LOC105188195,-1.203000174,4.707600874,4.15E-05,0.000237988,LIRP
LOC105188695,0.493860466,10.33878834,4.16E-05,0.000238284,potassium voltage-gated channel subfamily H member 2 isoform X6
LOC105186605,-1.038710235,3.673199418,4.17E-05,0.000238445,alpha-ketoglutarate-dependent dioxygenase alkB homolog 4
LOC105183539,0.682592724,5.410029168,4.18E-05,0.000238921,uncharacterized protein LOC105183539
LOC105190890,0.585067742,6.436205288,4.18E-05,0.000239256,uncharacterized protein LOC105190890 isoform X1
LOC105192446,0.836979373,4.527279018,4.19E-05,0.000239688,transient receptor potential channel pyrexia
